edge_id,i,j,conductance
642,11,16,3.08300954256e-10
643,11,17,6.30776711042e-12
644,11,18,3.91960928559e-11
645,11,19,1.95595793624e-10
646,11,20,2.11424858297e-10
647,11,21,3.5580225097e-11
648,11,22,5.53852166286e-12
649,11,23,3.11308791264e-10
650,11,24,3.17498064391e-10
651,11,25,1.09200969301e-10
652,11,26,8.64012471444e-12
653,11,27,4.07694684796e-11
654,11,28,2.11514940242e-11
655,11,29,5.26613994288e-11
656,11,30,1.95398982308e-11
657,11,31,3.0417040253e-10
658,11,32,3.21864348498e-10
659,11,33,6.81728837648e-11
660,11,34,4.52607420715e-11
661,11,35,2.06014183053e-10
662,11,36,3.43931608244e-10
663,11,37,4.10820719549e-11
664,11,38,4.0666661013e-11
665,11,39,2.98326465549e-10
666,11,40,2.98951914065e-10
667,11,41,7.26937718178e-12
668,11,42,7.07838615822e-12
669,11,43,1.72838378118e-10
670,11,44,3.22770304372e-10
671,11,45,4.12199237351e-11
672,11,46,4.88341596517e-12
673,11,47,3.0120786904e-10
674,11,48,3.09790910007e-10
675,11,49,9.09507770139e-11
676,11,50,4.06685574489e-11
677,11,51,7.12918266111e-10
678,11,52,6.64363347508e-10
679,11,53,1.0946394601e-11
680,11,54,1.8631716372e-10
681,11,55,3.01662027289e-10
682,11,56,3.07964149789e-10
683,11,57,3.08609017837e-10
684,11,58,3.11182978759e-10
685,11,59,3.00387309877e-10
686,11,60,3.02886416942e-10
687,11,61,3.14878077362e-10
688,11,62,3.21662886425e-10
689,11,63,3.07227536572e-10
690,12,13,5.1786281562e-11
691,12,14,8.45160482594e-12
692,12,15,3.1020880833e-10
693,12,16,3.10121303307e-10
694,12,17,6.31137867468e-12
695,12,18,3.90889235934e-11
696,12,19,1.96218778485e-10
697,12,20,2.09870757278e-10
698,12,21,3.49484422965e-11
699,12,22,5.53611640085e-12
700,12,23,3.13045849365e-10
701,12,24,3.19704446121e-10
702,12,25,1.09534840192e-10
703,12,26,8.65245219855e-12
704,12,27,4.06312521196e-11
705,12,28,2.05471034599e-11
706,12,29,5.21996378347e-11
707,12,30,1.9584703472e-11
708,12,31,3.05763333392e-10
709,12,32,3.23785736388e-10
710,12,33,6.83207252827e-11
711,12,34,4.52586618163e-11
712,12,35,2.04776917332e-10
713,12,36,3.42958254698e-10
714,12,37,4.08719487696e-11
715,12,38,4.07194410978e-11
716,12,39,3.00300525641e-10
717,12,40,3.00579564346e-10
718,12,41,7.25314864198e-12
719,12,42,7.09336561956e-12
720,12,43,1.73252223509e-10
721,12,44,3.19839765996e-10
722,12,45,4.12999868994e-11
723,12,46,4.8814497069e-12
724,12,47,3.03272018616e-10
725,12,48,3.11619062787e-10
726,12,49,9.12782449165e-11
727,12,50,4.02709578801e-11
728,12,51,6.33009509241e-10
729,12,52,5.90322251264e-10
